customer_sk,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,churn_flag,Complain,Satisfaction Score,Card Type,Point Earned,age_group,credit_tier,tenure_band,high_value_flag,estimated_ltv,churn_label,balance_salary_ratio,product_engagement,risk_score,risk_category,effective_start_date,effective_end_date,is_current,record_version
118,15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0,4,GOLD,594,36-50,Poor,New (0-2 yrs),N,31.77,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
119,15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,198069.7345,1,1,1,SILVER,462,25-35,Poor,Mature (6-8 yrs),Y,3740.93,Churned,0.5443,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
120,15600781,Wu,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0,3,PLATINUM,429,25-35,Good,Growing (3-5 yrs),Y,4186.81,Active,1.5325,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
121,15682472,Culbreth,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0,4,SILVER,370,25-35,Excellent,Mature (6-8 yrs),Y,2893.72,Active,3.3944,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
122,15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0,1,PLATINUM,510,36-50,Good,Mature (6-8 yrs),Y,3004.65,Active,1.2004,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
123,15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0,4,DIAMOND,638,36-50,Fair,Mature (6-8 yrs),N,846.42,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
124,15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,1,1,198069.7345,0,0,1,GOLD,462,36-50,Good,Loyal (9-10 yrs),Y,4508.39,Active,0.6381,4,1,Low Risk,2026-04-19,9999-12-31,1,1
125,15779659,Zetticci,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0,4,GOLD,718,25-35,Fair,Growing (3-5 yrs),N,550.94,Active,0.0,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
126,15627360,Fuller,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1,3,DIAMOND,437,36-50,Poor,Loyal (9-10 yrs),Y,4044.46,Churned,1.384,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
127,15671137,Macdonald,549,France,Female,52,1,0.0,1,0,1,8636.05,1,1,4,DIAMOND,485,51-65,Poor,New (0-2 yrs),N,8.64,Churned,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
128,15782688,Piccio,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,1,3,PLATINUM,410,51-65,Fair,,Y,2970.14,Churned,3.1716,2,7,Critical Risk,2026-04-19,9999-12-31,1,1
129,15575492,Kennedy,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0,2,PLATINUM,666,36-50,Excellent,Mature (6-8 yrs),N,1199.65,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
130,15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0,4,GOLD,730,Under 25,Very Good,Loyal (9-10 yrs),Y,3541.85,Active,0.6088,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
131,15740404,He,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0,2,PLATINUM,375,25-35,Very Good,Growing (3-5 yrs),N,372.68,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0,5,GOLD,411,25-35,Very Good,Loyal (9-10 yrs),Y,3651.67,Active,1.1386,4,1,Low Risk,2026-04-19,9999-12-31,1,1
133,15677871,Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0,4,DIAMOND,595,36-50,Good,Loyal (9-10 yrs),Y,2771.9,Active,3.4421,4,1,Low Risk,2026-04-19,9999-12-31,1,1
134,15642004,Alekseeva,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0,1,DIAMOND,578,Under 25,Good,New (0-2 yrs),N,16.46,Active,0.0,4,1,Low Risk,2026-04-19,9999-12-31,1,1
135,15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,0,2,PLATINUM,377,36-50,Very Good,Mature (6-8 yrs),Y,3367.45,Active,1.0034,5,1,Low Risk,2026-04-19,9999-12-31,1,1
136,15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,0,2,GOLD,831,36-50,Fair,Growing (3-5 yrs),Y,3072.61,Active,4.1468,5,1,Low Risk,2026-04-19,9999-12-31,1,1
137,15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0,1,SILVER,497,25-35,Poor,Growing (3-5 yrs),N,2112.2,Active,0.3794,3,0,Low Risk,2026-04-19,9999-12-31,1,1
138,15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,0,1,PLATINUM,374,36-50,Fair,New (0-2 yrs),Y,2855.59,Active,1.4325,3,2,Low Risk,2026-04-19,9999-12-31,1,1
139,15594408,Chia,584,Spain,Female,48,2,185967.98540000003,1,1,0,75161.25,1,0,4,DIAMOND,814,36-50,Fair,New (0-2 yrs),Y,3869.68,Churned,2.4743,2,5,High Risk,2026-04-19,9999-12-31,1,1
140,15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,1,4,GOLD,247,25-35,Poor,New (0-2 yrs),Y,2598.4,Churned,15.0731,4,2,Low Risk,2026-04-19,9999-12-31,1,1
141,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0,5,PLATINUM,965,36-50,Very Good,Loyal (9-10 yrs),Y,4644.48,Active,0.7252,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
142,15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0,3,SILVER,912,25-35,Fair,Mature (6-8 yrs),N,1262.99,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
143,15628145,Forwood,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0,4,GOLD,462,36-50,Good,Growing (3-5 yrs),Y,3483.63,Active,0.651,4,1,Low Risk,2026-04-19,9999-12-31,1,1
144,15713483,Greeves,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,1,5,GOLD,883,51-65,Very Good,New (0-2 yrs),N,318.25,Churned,0.0,2,6,High Risk,2026-04-19,9999-12-31,1,1
145,15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0,2,SILVER,402,25-35,Good,Growing (3-5 yrs),N,1449.38,Churned,0.3242,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
146,15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,0,4,GOLD,764,Under 25,Poor,Growing (3-5 yrs),Y,2533.85,Active,2.09,4,1,Low Risk,2026-04-19,9999-12-31,1,1
147,15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0,1,PLATINUM,608,25-35,Fair,Mature (6-8 yrs),Y,3894.54,Active,0.9803,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
148,15754105,Olisanugo,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0,5,PLATINUM,652,36-50,Fair,Growing (3-5 yrs),Y,2261.82,Active,4.3669,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
149,15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0,2,SILVER,520,36-50,Good,Loyal (9-10 yrs),Y,3087.16,Active,1.6126,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
150,15794413,Harris,432,France,Male,32,0,0.0,2,0,1,1842.8253000000004,0,0,5,GOLD,884,25-35,Poor,,N,0.0,Active,0.0,4,1,Low Risk,2026-04-19,9999-12-31,1,1
151,15650237,Morgan,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0,1,SILVER,800,25-35,Very Good,Mature (6-8 yrs),N,626.65,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
152,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1,1,4,GOLD,697,36-50,Poor,Loyal (9-10 yrs),N,1349.04,Churned,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
153,15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0,2,SILVER,427,36-50,Good,Mature (6-8 yrs),N,1446.4,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
154,15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0,1,DIAMOND,620,36-50,Poor,New (0-2 yrs),Y,2749.48,Active,1.2936,2,5,High Risk,2026-04-19,9999-12-31,1,1
155,15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,0,0,1,PLATINUM,318,36-50,Fair,Mature (6-8 yrs),N,654.25,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
156,15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,1,1,GOLD,701,51-65,Good,Mature (6-8 yrs),N,125.59,Churned,0.0,2,5,High Risk,2026-04-19,9999-12-31,1,1
157,15655007,Li,758,France,Female,33,7,0.0,2,0,0,82996.47,0,0,4,PLATINUM,953,25-35,Very Good,Mature (6-8 yrs),N,580.98,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
158,15623595,Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0,5,PLATINUM,635,25-35,Fair,New (0-2 yrs),N,184.13,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
159,15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0,1,PLATINUM,250,65+,Fair,Mature (6-8 yrs),N,2573.5,Active,0.9288,3,2,Low Risk,2026-04-19,9999-12-31,1,1
160,15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0,3,SILVER,662,25-35,Fair,Growing (3-5 yrs),Y,2915.68,Active,1.0937,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
161,15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0,2,GOLD,666,Under 25,Good,Mature (6-8 yrs),Y,2529.4,Active,1.1932,3,1,Low Risk,2026-04-19,9999-12-31,1,1
162,15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,0,0,4,DIAMOND,699,25-35,Good,New (0-2 yrs),N,166.95,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
163,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0,3,PLATINUM,855,36-50,Excellent,Mature (6-8 yrs),Y,2490.02,Active,2.2919,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
164,15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0,5,SILVER,534,36-50,Good,New (0-2 yrs),N,213.96,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
165,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,1,1,PLATINUM,388,25-35,Good,,Y,2674.06,Churned,2.4055,2,5,High Risk,2026-04-19,9999-12-31,1,1
166,15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0,5,GOLD,612,25-35,Fair,Loyal (9-10 yrs),Y,3762.66,Active,0.895,5,1,Low Risk,2026-04-19,9999-12-31,1,1
167,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,1,2,PLATINUM,801,Under 25,Good,Mature (6-8 yrs),Y,3398.21,Churned,0.6956,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
168,15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0,1,PLATINUM,561,36-50,Fair,Loyal (9-10 yrs),Y,3948.76,Active,0.5548,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
169,15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,1,5,PLATINUM,308,36-50,Fair,New (0-2 yrs),N,81.44,Churned,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
170,15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0,5,SILVER,643,Under 25,Good,Loyal (9-10 yrs),N,1636.8,Active,1.0903,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
171,15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0,1,GOLD,249,25-35,Poor,Growing (3-5 yrs),Y,3258.36,Active,0.7933,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
172,15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,1,2,SILVER,818,25-35,Fair,Growing (3-5 yrs),N,2696.51,Active,0.6143,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
173,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,1,1,GOLD,775,36-50,Poor,Loyal (9-10 yrs),Y,2646.9,Churned,23.6827,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,1,5,DIAMOND,872,25-35,Poor,Growing (3-5 yrs),Y,3837.99,Active,1.5105,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
175,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0,3,DIAMOND,435,36-50,Poor,Growing (3-5 yrs),N,732.29,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0,2,SILVER,415,25-35,Poor,Mature (6-8 yrs),Y,2868.37,Active,4.9061,4,1,Low Risk,2026-04-19,9999-12-31,1,1
177,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0,0,2,DIAMOND,430,25-35,Poor,,N,0.0,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
178,15790355,Okechukwu,606,Germany,Male,36,5,185967.98540000003,2,0,0,179351.89,0,0,5,PLATINUM,929,36-50,Fair,Growing (3-5 yrs),Y,4616.12,Active,1.0369,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
179,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0,5,SILVER,681,36-50,Fair,Mature (6-8 yrs),Y,2798.06,Active,1.0762,3,1,Low Risk,2026-04-19,9999-12-31,1,1
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,1,4,GOLD,810,51-65,Very Good,Growing (3-5 yrs),Y,3256.42,Churned,19.999,2,6,High Risk,2026-04-19,9999-12-31,1,1
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0,5,GOLD,739,36-50,Excellent,New (0-2 yrs),Y,2485.19,Active,6.278,4,2,Low Risk,2026-04-19,9999-12-31,1,1
182,15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,0,0,1,SILVER,280,51-65,Poor,New (0-2 yrs),N,96.14,Active,0.0,5,3,Medium Risk,2026-04-19,9999-12-31,1,1
183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0,2,DIAMOND,250,36-50,Very Good,New (0-2 yrs),Y,3417.54,Active,0.9291,3,5,High Risk,2026-04-19,9999-12-31,1,1
184,15810845,T'Ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0,0,4,PLATINUM,991,36-50,Fair,New (0-2 yrs),N,110.94,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,2,GOLD,482,36-50,Excellent,Growing (3-5 yrs),N,34.19,Churned,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0,4,PLATINUM,423,25-35,Poor,Mature (6-8 yrs),N,766.86,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
187,15771977,T'Ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0,5,GOLD,260,36-50,Good,New (0-2 yrs),N,2175.16,Active,0.5079,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
188,15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0,5,SILVER,642,36-50,Poor,,N,0.0,Active,0.0,3,1,Low Risk,2026-04-19,9999-12-31,1,1
189,15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0,4,PLATINUM,701,25-35,Fair,Growing (3-5 yrs),N,980.54,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0,4,GOLD,570,25-35,Good,Mature (6-8 yrs),Y,3267.72,Active,0.7498,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
191,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,1,4,GOLD,790,36-50,Good,Mature (6-8 yrs),N,1868.16,Churned,0.6046,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
192,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0,5,PLATINUM,727,36-50,Poor,Growing (3-5 yrs),N,1739.58,Active,4.7709,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
193,15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,0,0,3,SILVER,909,36-50,Poor,New (0-2 yrs),N,115.0,Active,0.0,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
194,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0,2,GOLD,799,25-35,Fair,Mature (6-8 yrs),N,2555.92,Active,1.0696,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0,1,DIAMOND,520,25-35,Fair,Loyal (9-10 yrs),N,2386.91,Active,0.4818,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,1842.8253000000004,0,0,3,SILVER,861,25-35,Excellent,Growing (3-5 yrs),Y,3501.33,Active,94.849,4,1,Low Risk,2026-04-19,9999-12-31,1,1
197,15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0,5,GOLD,512,25-35,Fair,Mature (6-8 yrs),N,258.01,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0,1,PLATINUM,478,36-50,Good,Growing (3-5 yrs),Y,2630.19,Active,0.6792,4,1,Low Risk,2026-04-19,9999-12-31,1,1
199,15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,0,0,5,PLATINUM,374,51-65,Poor,Loyal (9-10 yrs),N,478.47,Active,0.0,5,2,Low Risk,2026-04-19,9999-12-31,1,1
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0,4,PLATINUM,280,25-35,Poor,Mature (6-8 yrs),N,1991.41,Active,9.1933,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0,2,DIAMOND,615,25-35,Excellent,New (0-2 yrs),Y,2832.76,Active,23.5924,4,2,Low Risk,2026-04-19,9999-12-31,1,1
202,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0,3,GOLD,435,36-50,Very Good,Growing (3-5 yrs),Y,2594.04,Active,0.8683,3,1,Low Risk,2026-04-19,9999-12-31,1,1
203,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,1,5,GOLD,509,36-50,Poor,Growing (3-5 yrs),N,730.73,Churned,0.0,3,0,Low Risk,2026-04-19,9999-12-31,1,1
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1,4,DIAMOND,321,36-50,Good,New (0-2 yrs),Y,2609.19,Churned,8.9755,5,2,Low Risk,2026-04-19,9999-12-31,1,1
205,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0,1,PLATINUM,726,25-35,Poor,Growing (3-5 yrs),Y,3817.34,Active,1.8661,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
206,15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,0,0,3,GOLD,516,36-50,Poor,Growing (3-5 yrs),N,539.01,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
207,15755262,Mcdonald,608,Spain,Female,41,3,89763.84,1,0,0,198069.7345,1,1,3,PLATINUM,639,36-50,Fair,Growing (3-5 yrs),N,2389.49,Churned,0.4532,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0,2,SILVER,512,25-35,Fair,Growing (3-5 yrs),Y,3458.86,Active,0.8881,4,1,Low Risk,2026-04-19,9999-12-31,1,1
209,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,1,1,3,GOLD,730,36-50,Fair,Growing (3-5 yrs),N,712.57,Churned,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0,3,DIAMOND,244,36-50,Good,New (0-2 yrs),Y,2444.07,Active,0.6721,3,2,Low Risk,2026-04-19,9999-12-31,1,1
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0,3,PLATINUM,292,25-35,Good,New (0-2 yrs),Y,3575.06,Active,0.9553,3,5,High Risk,2026-04-19,9999-12-31,1,1
212,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,0,3,GOLD,245,25-35,Fair,Mature (6-8 yrs),N,1359.32,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,0,3,DIAMOND,848,36-50,Fair,Loyal (9-10 yrs),N,799.67,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,0,3,SILVER,974,25-35,Good,New (0-2 yrs),N,1302.55,Active,1.5523,4,1,Low Risk,2026-04-19,9999-12-31,1,1
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,0,4,DIAMOND,958,25-35,Poor,Growing (3-5 yrs),Y,2607.45,Active,1.9575,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,1,3,GOLD,629,36-50,Fair,Mature (6-8 yrs),Y,3242.8,Churned,0.6765,3,1,Low Risk,2026-04-19,9999-12-31,1,1
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0,3,DIAMOND,310,36-50,Good,Mature (6-8 yrs),N,1921.3,Active,0.3723,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0,1,SILVER,621,25-35,Good,Loyal (9-10 yrs),N,1589.19,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,1,4,DIAMOND,924,36-50,Excellent,New (0-2 yrs),Y,2150.87,Churned,3.0325,3,5,High Risk,2026-04-19,9999-12-31,1,1
220,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,1,2,PLATINUM,359,51-65,Fair,Mature (6-8 yrs),N,229.9,Churned,0.0,4,2,Low Risk,2026-04-19,9999-12-31,1,1
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,0,5,SILVER,811,25-35,Good,Loyal (9-10 yrs),Y,3178.05,Active,1.1685,5,1,Low Risk,2026-04-19,9999-12-31,1,1
222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0,4,DIAMOND,583,25-35,Poor,Mature (6-8 yrs),N,875.07,Active,0.0,3,0,Low Risk,2026-04-19,9999-12-31,1,1
223,15727829,Mcintyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,0,5,SILVER,959,36-50,Poor,New (0-2 yrs),N,335.97,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,1,1,SILVER,359,25-35,Excellent,Loyal (9-10 yrs),N,48.62,Churned,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,1,3,PLATINUM,901,36-50,Good,Mature (6-8 yrs),N,2644.52,Churned,0.9145,4,0,Low Risk,2026-04-19,9999-12-31,1,1
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198069.7345,0,0,5,GOLD,729,36-50,Good,Growing (3-5 yrs),Y,4203.44,Active,0.8611,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
227,15774393,Ch'Ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0,0,5,DIAMOND,829,25-35,Good,Loyal (9-10 yrs),N,242.64,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,1,4,SILVER,790,36-50,Poor,Mature (6-8 yrs),N,2006.4,Churned,0.87,6,3,Medium Risk,2026-04-19,9999-12-31,1,1
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,1,2,DIAMOND,756,36-50,Very Good,New (0-2 yrs),N,2092.18,Churned,1.2549,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,0,4,GOLD,873,25-35,Fair,Growing (3-5 yrs),Y,2799.75,Active,2.1431,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
231,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,0,3,SILVER,865,65+,Good,New (0-2 yrs),N,111.98,Active,0.0,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,0,5,GOLD,690,36-50,Fair,,N,0.0,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,0,4,PLATINUM,722,36-50,Poor,New (0-2 yrs),N,156.11,Active,0.0,4,1,Low Risk,2026-04-19,9999-12-31,1,1
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,0,4,DIAMOND,535,Under 25,Very Good,Growing (3-5 yrs),Y,2844.69,Active,0.7974,4,1,Low Risk,2026-04-19,9999-12-31,1,1
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,0,5,SILVER,580,65+,Fair,Growing (3-5 yrs),Y,2745.31,Active,1.2237,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,1,3,GOLD,709,36-50,Very Good,Mature (6-8 yrs),Y,2203.99,Churned,2.9932,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
